age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
30,management,8089,yes,no,cellular,mar,2,294,failure,yes
48,management,399,no,yes,cellular,aug,1,-1,unknown,no
32,technician,267,no,no,cellular,may,1,-1,unknown,no
73,retired,2850,no,no,cellular,oct,1,144,failure,no
40,admin.,-666,yes,no,unknown,may,2,-1,unknown,no
26,technician,915,no,no,cellular,jun,1,-1,unknown,yes
54,admin.,0,yes,yes,cellular,feb,1,182,success,no
36,services,3740,yes,no,cellular,apr,1,-1,unknown,no
31,blue-collar,92,yes,no,unknown,may,1,-1,unknown,yes
32,services,0,no,yes,cellular,jul,2,-1,unknown,no
46,blue-collar,-27,yes,no,cellular,may,1,-1,unknown,no
51,blue-collar,1694,no,no,cellular,aug,2,-1,unknown,no
30,student,324,no,no,cellular,aug,4,-1,unknown,no
55,retired,1580,no,yes,unknown,jun,1,-1,unknown,yes
30,student,48,no,no,cellular,feb,1,191,success,yes
30,technician,3286,yes,no,cellular,apr,1,-1,unknown,yes
77,unknown,397,no,no,telephone,nov,1,185,success,no
31,services,1783,yes,yes,cellular,may,1,-1,unknown,no
61,management,6016,no,no,cellular,feb,3,-1,unknown,yes
34,technician,920,yes,no,cellular,oct,1,342,failure,no
36,technician,2511,yes,no,cellular,apr,5,-1,unknown,yes
52,technician,22755,yes,no,unknown,may,2,-1,unknown,no
38,housemaid,70,no,no,cellular,jan,4,92,success,yes
36,management,255,no,no,cellular,aug,6,95,success,yes
38,technician,1919,no,no,cellular,aug,1,-1,unknown,yes
31,unemployed,330,no,no,cellular,jan,1,194,success,yes
29,technician,344,yes,yes,unknown,may,2,-1,unknown,no
57,admin.,808,no,no,cellular,jul,3,-1,unknown,no
30,blue-collar,246,yes,no,cellular,nov,2,113,failure,no
46,admin.,-522,yes,no,cellular,mar,3,239,other,yes
51,technician,1533,no,no,unknown,jun,2,-1,unknown,no
51,services,8806,yes,no,unknown,may,1,-1,unknown,no
45,student,1527,no,no,cellular,mar,1,-1,unknown,yes
40,admin.,0,yes,no,cellular,feb,1,201,failure,no
27,student,5291,no,no,cellular,nov,2,92,failure,yes
37,management,0,yes,no,cellular,apr,5,153,failure,yes
35,management,5958,yes,no,cellular,mar,1,-1,unknown,yes
44,management,-411,yes,no,unknown,jun,4,-1,unknown,yes
44,management,5773,no,no,unknown,may,6,-1,unknown,yes
85,retired,1255,no,no,cellular,jan,3,-1,unknown,yes
40,technician,277,yes,no,unknown,may,2,-1,unknown,no
41,unemployed,0,no,no,cellular,apr,1,181,success,yes
38,entrepreneur,898,yes,no,unknown,may,2,-1,unknown,no
31,technician,1173,yes,no,cellular,jul,3,-1,unknown,yes
26,technician,124,yes,no,unknown,may,8,-1,unknown,no
50,admin.,706,yes,no,cellular,aug,4,-1,unknown,yes
51,blue-collar,568,yes,no,unknown,jun,1,-1,unknown,no
33,blue-collar,706,yes,no,cellular,apr,1,322,failure,no
56,services,486,no,yes,telephone,jul,1,-1,unknown,yes
39,housemaid,1444,no,no,cellular,nov,1,117,success,no
35,management,991,yes,no,cellular,may,3,-1,unknown,yes
26,self-employed,3676,no,no,cellular,apr,1,-1,unknown,yes
35,admin.,404,yes,no,unknown,may,1,-1,unknown,yes
37,management,6771,no,no,cellular,mar,1,-1,unknown,yes
59,retired,21,yes,no,telephone,nov,2,-1,unknown,no
35,blue-collar,260,yes,no,telephone,may,6,-1,unknown,no
55,management,608,yes,no,cellular,may,2,-1,unknown,no
52,blue-collar,2230,no,no,cellular,oct,3,-1,unknown,yes
55,technician,1938,no,yes,cellular,aug,1,386,success,yes
45,technician,1348,no,yes,cellular,apr,2,-1,unknown,yes
38,technician,0,yes,yes,cellular,jul,4,-1,unknown,no
47,technician,191,no,no,cellular,aug,5,-1,unknown,no
52,unemployed,959,no,no,telephone,jul,2,-1,unknown,yes
49,services,202,yes,no,cellular,nov,2,104,failure,yes
55,management,2693,no,no,cellular,sep,1,184,success,yes
63,entrepreneur,2707,no,no,telephone,nov,4,-1,unknown,no
34,management,520,yes,no,cellular,aug,4,-1,unknown,yes
30,unemployed,0,yes,no,cellular,nov,1,-1,unknown,no
47,unemployed,2500,no,no,cellular,jan,1,-1,unknown,no
59,management,7668,no,no,cellular,aug,1,-1,unknown,no
38,services,-314,yes,no,unknown,may,2,-1,unknown,no
36,management,332,yes,no,cellular,may,7,-1,unknown,no
51,blue-collar,41,yes,no,telephone,jul,43,-1,unknown,no
27,student,279,no,no,cellular,oct,1,-1,unknown,yes
35,technician,0,yes,yes,cellular,nov,1,-1,unknown,no
51,unemployed,0,no,no,cellular,jul,2,-1,unknown,yes
30,technician,167,no,no,unknown,sep,1,-1,unknown,no
34,housemaid,87,yes,no,unknown,may,2,-1,unknown,no
34,entrepreneur,7279,yes,no,cellular,may,1,-1,unknown,yes
24,self-employed,2376,no,no,cellular,apr,1,-1,unknown,yes
29,management,1566,yes,no,unknown,jun,1,-1,unknown,no
31,services,414,yes,no,unknown,may,1,-1,unknown,no
41,blue-collar,2039,yes,no,cellular,may,1,-1,unknown,yes
86,retired,0,no,no,telephone,aug,1,-1,unknown,yes
59,retired,3648,no,no,telephone,oct,2,126,success,yes
44,management,2383,no,no,cellular,jul,2,-1,unknown,yes
40,blue-collar,24,yes,no,unknown,may,1,-1,unknown,no
43,technician,-754,yes,yes,cellular,jul,3,-1,unknown,yes
57,entrepreneur,975,yes,yes,cellular,jul,4,-1,unknown,no
32,technician,1547,no,no,cellular,oct,1,805,other,yes
59,retired,0,no,no,cellular,jun,2,-1,unknown,yes
24,admin.,1141,yes,no,unknown,may,1,-1,unknown,no
57,technician,254,no,no,cellular,oct,1,-1,unknown,yes
44,blue-collar,112,yes,no,unknown,may,2,-1,unknown,no
37,management,22125,no,yes,cellular,nov,2,-1,unknown,yes
40,services,1082,yes,no,unknown,may,2,-1,unknown,yes
44,technician,2857,no,no,cellular,aug,2,-1,unknown,no
42,management,1519,no,no,cellular,oct,1,92,success,yes
30,self-employed,2666,no,no,cellular,feb,1,-1,unknown,yes
35,self-employed,353,no,no,cellular,aug,1,-1,unknown,yes
26,blue-collar,245,yes,no,unknown,may,2,-1,unknown,no
39,management,363,yes,yes,cellular,jul,1,-1,unknown,no
33,student,1170,no,no,cellular,apr,1,-1,unknown,yes
29,blue-collar,0,no,no,cellular,feb,2,-1,unknown,no
27,student,253,no,no,cellular,may,2,-1,unknown,yes
26,blue-collar,535,no,no,cellular,aug,1,-1,unknown,yes
44,services,0,yes,no,unknown,may,1,-1,unknown,no
66,retired,995,no,no,cellular,feb,2,-1,unknown,yes
43,management,0,no,no,cellular,jun,2,296,failure,yes
39,management,76,no,no,cellular,sep,1,183,success,yes
55,housemaid,1537,no,no,unknown,jun,1,-1,unknown,no
30,admin.,915,yes,no,unknown,apr,1,-1,unknown,yes
37,management,0,no,no,cellular,jul,3,-1,unknown,no
36,management,203,no,no,cellular,jan,1,88,success,yes
28,student,154,yes,no,unknown,may,9,-1,unknown,no
32,management,937,no,no,cellular,aug,1,94,failure,no
36,unemployed,-35,no,no,cellular,jan,3,-1,unknown,no
34,management,188,no,no,cellular,may,1,-1,unknown,no
49,self-employed,-199,yes,yes,cellular,jan,1,-1,unknown,no
34,blue-collar,1682,yes,yes,cellular,jul,3,-1,unknown,no
25,services,12,no,no,cellular,jun,6,-1,unknown,yes
49,admin.,10250,yes,no,telephone,oct,1,-1,unknown,yes
35,admin.,321,no,no,cellular,jul,1,412,other,yes
28,services,340,yes,no,cellular,jul,2,-1,unknown,yes
32,technician,29,no,no,cellular,aug,2,-1,unknown,no
22,self-employed,780,no,no,cellular,mar,3,-1,unknown,yes
47,technician,157,yes,no,cellular,aug,8,-1,unknown,no
51,blue-collar,1432,no,no,cellular,jul,1,-1,unknown,no
33,management,4176,no,no,cellular,mar,3,-1,unknown,yes
31,blue-collar,1779,yes,no,unknown,jun,2,-1,unknown,no
45,services,482,yes,yes,unknown,may,2,-1,unknown,no
44,services,240,yes,no,unknown,may,2,-1,unknown,no
35,technician,-89,yes,no,cellular,may,1,368,failure,no
44,services,191,yes,yes,cellular,may,1,-1,unknown,no
42,technician,0,no,no,cellular,jul,2,-1,unknown,no
41,blue-collar,2689,yes,no,cellular,apr,1,-1,unknown,yes
59,management,315,no,no,cellular,mar,1,176,failure,yes
60,admin.,12039,no,no,telephone,oct,1,187,success,yes
52,services,820,yes,no,cellular,feb,2,-1,unknown,no
38,management,385,yes,no,telephone,oct,1,-1,unknown,yes
39,management,141,yes,no,cellular,may,2,331,other,no
57,entrepreneur,1179,no,no,cellular,aug,2,-1,unknown,no
50,technician,-97,yes,no,cellular,apr,1,306,failure,no
36,services,5024,no,no,unknown,may,1,-1,unknown,no
46,admin.,659,yes,no,telephone,jul,11,-1,unknown,yes
34,admin.,920,no,no,cellular,may,3,179,success,yes
31,blue-collar,-159,no,yes,telephone,nov,1,-1,unknown,no
36,management,3949,no,no,cellular,jan,2,-1,unknown,yes
64,retired,48,no,no,cellular,sep,3,92,success,yes
30,management,6432,yes,no,cellular,nov,2,119,other,no
35,self-employed,3698,yes,no,cellular,mar,1,-1,unknown,yes
39,housemaid,2460,no,no,cellular,jul,3,-1,unknown,no
38,management,165,yes,no,cellular,apr,1,260,other,yes
57,blue-collar,2887,no,no,cellular,aug,10,-1,unknown,yes
43,unknown,1517,no,no,unknown,jun,1,-1,unknown,no
35,self-employed,2427,no,no,cellular,aug,3,31,success,yes
31,admin.,217,yes,no,cellular,jan,2,-1,unknown,yes
33,technician,127,yes,no,cellular,apr,2,222,failure,yes
33,technician,303,yes,no,cellular,feb,1,301,success,yes
26,admin.,3730,yes,no,cellular,mar,1,98,other,no
34,admin.,36,no,no,cellular,aug,6,-1,unknown,no
62,retired,3,no,no,cellular,aug,1,-1,unknown,no
55,technician,570,no,no,cellular,aug,6,-1,unknown,no
42,unemployed,576,no,no,cellular,jun,2,96,success,yes
26,management,667,no,no,telephone,jun,2,-1,unknown,no
40,admin.,1005,yes,no,cellular,jul,1,-1,unknown,no
37,blue-collar,106,yes,no,cellular,aug,1,392,failure,yes
49,blue-collar,2356,no,yes,telephone,jul,2,-1,unknown,no
33,unemployed,1974,no,no,cellular,aug,2,191,failure,yes
83,retired,1097,no,no,telephone,mar,1,-1,unknown,yes
31,technician,4,no,no,unknown,may,4,-1,unknown,no
33,technician,1257,yes,no,cellular,jul,1,-1,unknown,no
71,technician,383,no,no,cellular,apr,3,-1,unknown,yes
46,services,-119,yes,no,cellular,jul,3,-1,unknown,no
32,blue-collar,783,yes,no,unknown,may,3,-1,unknown,yes
32,admin.,995,no,no,cellular,sep,1,99,other,yes
47,blue-collar,665,no,no,cellular,aug,3,-1,unknown,no
42,entrepreneur,335,yes,no,cellular,may,1,-1,unknown,yes
43,blue-collar,3131,yes,no,unknown,jun,3,-1,unknown,no
42,admin.,4253,yes,no,cellular,may,1,-1,unknown,no
42,unknown,942,no,no,cellular,jan,1,92,success,yes
43,management,2367,no,no,cellular,sep,1,113,success,yes
37,services,1694,yes,yes,cellular,jan,2,251,failure,no
45,management,226,yes,no,cellular,aug,6,179,success,yes
58,management,1697,no,no,unknown,jun,2,-1,unknown,no
32,technician,654,yes,no,cellular,may,4,-1,unknown,yes
49,technician,-287,yes,no,unknown,may,1,-1,unknown,no
37,technician,3665,no,no,cellular,aug,3,-1,unknown,yes
42,management,11891,no,no,cellular,apr,1,-1,unknown,yes
36,blue-collar,2235,yes,no,cellular,nov,2,-1,unknown,no
40,management,158,no,no,telephone,apr,2,-1,unknown,yes
48,management,0,yes,no,cellular,may,1,344,other,no
27,services,1501,yes,no,cellular,jul,1,-1,unknown,no
54,services,171,no,yes,cellular,jul,8,-1,unknown,no
38,technician,1478,no,no,cellular,aug,4,-1,unknown,yes
33,technician,179,yes,no,cellular,nov,2,181,other,no
42,blue-collar,156,yes,no,telephone,may,4,371,failure,no
32,services,-344,no,yes,cellular,feb,1,-1,unknown,no
36,admin.,1815,no,no,unknown,jun,1,-1,unknown,no
58,retired,2714,no,no,cellular,may,1,287,failure,yes
28,blue-collar,0,yes,no,cellular,may,4,-1,unknown,no
34,technician,-276,yes,no,unknown,may,3,-1,unknown,no
49,housemaid,198,yes,no,unknown,may,3,-1,unknown,no
60,retired,1091,no,no,cellular,jul,5,-1,unknown,yes
62,self-employed,6,yes,no,cellular,apr,1,182,success,yes
32,blue-collar,-84,yes,no,cellular,may,1,-1,unknown,no
76,management,1780,yes,no,telephone,apr,3,-1,unknown,yes
56,admin.,5310,no,no,unknown,jun,1,-1,unknown,no
35,blue-collar,159,yes,yes,cellular,may,1,-1,unknown,yes
33,management,1150,yes,no,telephone,may,2,-1,unknown,no
34,management,577,yes,no,cellular,apr,2,153,failure,no
41,technician,457,yes,yes,unknown,may,2,-1,unknown,no
45,blue-collar,1794,yes,no,unknown,may,2,-1,unknown,no
55,blue-collar,3297,yes,yes,telephone,apr,1,-1,unknown,no
28,management,171,no,no,cellular,jun,1,87,success,yes
34,technician,440,yes,no,cellular,may,2,345,failure,no
50,housemaid,5260,yes,no,cellular,jul,2,-1,unknown,no
36,management,133,yes,no,unknown,may,1,-1,unknown,no
46,management,385,yes,no,unknown,may,4,-1,unknown,no
59,admin.,-41,yes,yes,unknown,may,1,-1,unknown,no
57,services,2225,yes,no,cellular,may,4,-1,unknown,no
63,retired,1490,no,no,cellular,jun,1,-1,unknown,yes
32,services,376,yes,no,unknown,may,2,-1,unknown,no
34,admin.,3185,yes,no,unknown,may,1,-1,unknown,no
34,technician,197,no,no,cellular,aug,3,-1,unknown,yes
44,admin.,262,yes,no,cellular,jul,1,-1,unknown,no
51,unemployed,-56,yes,no,cellular,nov,3,-1,unknown,no
42,technician,19,no,no,cellular,aug,4,-1,unknown,yes
34,management,416,no,no,cellular,aug,4,-1,unknown,no
31,technician,433,no,no,cellular,aug,2,-1,unknown,no
36,blue-collar,599,yes,no,unknown,may,2,-1,unknown,yes
31,blue-collar,5345,yes,no,cellular,nov,1,-1,unknown,no
28,unemployed,236,no,no,cellular,feb,3,-1,unknown,no
57,admin.,1401,no,no,cellular,aug,22,-1,unknown,no
30,unemployed,330,no,no,cellular,jul,1,80,success,yes
57,management,854,no,no,cellular,oct,1,40,success,yes
55,technician,240,yes,no,cellular,aug,3,277,success,yes
38,entrepreneur,1110,yes,no,cellular,nov,2,183,failure,yes
40,technician,-496,no,no,telephone,jul,2,-1,unknown,no
30,management,1221,yes,no,telephone,jul,4,-1,unknown,yes
36,blue-collar,222,yes,no,unknown,may,1,-1,unknown,no
73,retired,1388,no,no,cellular,jul,3,190,success,no
28,services,341,yes,no,cellular,may,3,347,other,yes
36,services,472,yes,no,unknown,jun,1,-1,unknown,no
26,student,826,no,no,cellular,jan,1,-1,unknown,no
38,blue-collar,1165,yes,no,cellular,aug,3,94,failure,yes
29,technician,0,no,no,unknown,may,2,-1,unknown,no
42,technician,214,no,no,cellular,apr,1,-1,unknown,yes
30,blue-collar,239,yes,no,unknown,may,1,-1,unknown,yes
36,entrepreneur,145,yes,no,cellular,may,2,304,success,no
57,services,0,no,no,cellular,aug,1,-1,unknown,yes
34,blue-collar,425,yes,no,cellular,jul,7,-1,unknown,no
46,management,0,no,no,cellular,may,1,-1,unknown,no
39,entrepreneur,-172,yes,no,cellular,may,2,-1,unknown,yes
45,entrepreneur,219,yes,yes,cellular,jul,4,-1,unknown,no
41,blue-collar,1384,yes,no,unknown,may,4,-1,unknown,yes
31,self-employed,91,no,no,unknown,may,1,-1,unknown,no
77,retired,0,no,no,cellular,aug,1,-1,unknown,yes
39,technician,1685,yes,no,cellular,may,1,368,failure,no
34,blue-collar,577,no,no,unknown,may,1,-1,unknown,no
57,management,123,no,no,cellular,feb,2,-1,unknown,no
30,services,1881,no,yes,unknown,jun,1,-1,unknown,no
33,management,224,no,no,cellular,jun,2,107,success,yes
51,blue-collar,2095,yes,yes,cellular,feb,4,-1,unknown,no
31,services,447,no,no,cellular,jun,3,77,success,yes
60,technician,259,no,no,cellular,jul,1,386,success,yes
26,blue-collar,-36,yes,no,unknown,jun,2,-1,unknown,yes
41,management,9,yes,no,cellular,jul,3,-1,unknown,no
30,technician,1289,yes,no,unknown,may,2,-1,unknown,yes
43,blue-collar,1096,no,yes,unknown,may,1,-1,unknown,no
27,student,213,no,no,cellular,mar,1,-1,unknown,yes
21,student,794,no,no,cellular,jun,1,-1,unknown,yes
59,unknown,27,no,no,unknown,may,3,-1,unknown,no
42,technician,-321,no,no,cellular,jan,2,-1,unknown,no
44,self-employed,1070,yes,no,cellular,aug,2,104,success,yes
39,entrepreneur,0,no,no,cellular,nov,7,-1,unknown,no
58,blue-collar,73,no,no,unknown,jun,1,-1,unknown,no
61,retired,0,yes,yes,telephone,aug,13,-1,unknown,no
37,management,8828,no,no,unknown,jun,3,-1,unknown,yes
49,management,20,yes,no,cellular,feb,1,-1,unknown,no
58,retired,19,no,yes,cellular,jul,3,-1,unknown,no
33,blue-collar,0,yes,no,cellular,nov,2,-1,unknown,no
51,blue-collar,50,yes,yes,unknown,may,1,-1,unknown,no
36,technician,1044,yes,no,cellular,aug,19,-1,unknown,no
46,technician,190,yes,no,cellular,aug,2,-1,unknown,no
50,services,1595,no,no,unknown,jun,1,-1,unknown,yes
38,management,1477,no,no,cellular,sep,3,769,failure,yes
39,management,297,yes,no,cellular,may,2,-1,unknown,yes
40,technician,1270,no,no,cellular,apr,2,-1,unknown,no
39,technician,902,yes,no,cellular,feb,2,180,failure,yes
37,technician,141,yes,no,cellular,may,1,364,failure,yes
39,management,4692,yes,no,telephone,nov,2,174,success,no
32,management,26,no,no,cellular,aug,6,-1,unknown,no
30,management,314,no,no,cellular,nov,2,175,success,no
35,technician,0,no,no,cellular,jul,2,-1,unknown,no
44,admin.,777,yes,no,cellular,may,3,350,failure,no
31,blue-collar,604,yes,no,cellular,nov,2,-1,unknown,no
43,blue-collar,56,no,no,cellular,may,2,-1,unknown,no
25,blue-collar,217,yes,no,cellular,may,1,-1,unknown,yes
26,self-employed,168,no,no,cellular,apr,1,-1,unknown,yes
43,services,2145,no,no,cellular,may,1,183,failure,yes
50,management,-6,yes,no,unknown,may,2,-1,unknown,no
31,management,9421,no,no,cellular,nov,1,-1,unknown,yes
33,management,728,yes,no,cellular,aug,5,-1,unknown,no
41,management,5561,no,no,cellular,aug,2,-1,unknown,yes
36,admin.,4708,no,no,cellular,jun,1,-1,unknown,no
59,admin.,2343,yes,no,unknown,may,1,-1,unknown,yes
36,unemployed,1766,no,no,unknown,jun,2,-1,unknown,yes
42,technician,473,yes,no,cellular,jul,5,-1,unknown,no
47,unemployed,0,no,no,cellular,nov,2,-1,unknown,no
59,retired,1296,no,no,cellular,aug,11,-1,unknown,no
25,student,8,no,no,cellular,apr,2,-1,unknown,yes
48,management,174,no,no,cellular,aug,2,-1,unknown,no
44,blue-collar,88,yes,no,cellular,jul,1,-1,unknown,yes
28,blue-collar,254,yes,no,cellular,apr,2,-1,unknown,no
35,blue-collar,0,yes,no,unknown,may,1,-1,unknown,yes
34,entrepreneur,3119,yes,no,unknown,may,4,-1,unknown,no
37,blue-collar,178,yes,yes,unknown,jun,1,-1,unknown,no
32,blue-collar,1,yes,no,cellular,nov,3,-1,unknown,no
36,entrepreneur,866,yes,no,cellular,may,1,173,failure,yes
34,blue-collar,479,no,no,cellular,jul,1,-1,unknown,no
30,unemployed,221,no,no,cellular,aug,4,-1,unknown,no
68,retired,1146,no,no,cellular,nov,1,187,success,yes
58,management,2261,yes,no,cellular,jun,1,391,failure,no
55,management,505,yes,no,cellular,apr,1,316,other,no
59,retired,0,no,no,cellular,aug,4,-1,unknown,no
29,admin.,238,no,no,cellular,may,2,88,failure,yes
42,technician,2625,no,no,cellular,jul,2,-1,unknown,yes
50,admin.,2405,yes,no,cellular,may,1,287,failure,no
41,admin.,0,no,no,unknown,jun,1,-1,unknown,no
40,services,4157,yes,no,unknown,may,1,-1,unknown,no
34,management,362,yes,no,unknown,may,3,-1,unknown,no
35,services,0,yes,no,unknown,jun,2,-1,unknown,no
39,management,763,no,no,cellular,feb,1,189,failure,yes
47,admin.,0,no,no,cellular,nov,1,190,other,yes
38,technician,1685,yes,no,unknown,may,1,-1,unknown,no
31,admin.,307,yes,no,unknown,may,1,-1,unknown,yes
56,services,450,no,no,unknown,jun,1,-1,unknown,no
39,blue-collar,2467,no,no,cellular,jul,2,276,other,yes
30,management,5359,no,no,cellular,feb,1,191,success,yes
24,student,358,no,no,cellular,jun,1,384,other,yes
36,entrepreneur,2700,no,no,cellular,feb,3,-1,unknown,no
55,housemaid,4,no,no,cellular,nov,3,-1,unknown,no
31,technician,2088,no,no,cellular,feb,14,-1,unknown,no
43,blue-collar,2160,no,no,cellular,sep,1,98,success,yes
52,unemployed,2251,yes,no,unknown,jun,9,-1,unknown,no
33,admin.,51,yes,yes,cellular,oct,1,284,success,yes
49,blue-collar,1032,yes,no,unknown,jun,5,-1,unknown,no
39,services,207,no,no,unknown,jun,2,-1,unknown,no
46,management,229,yes,no,unknown,may,1,-1,unknown,no
57,retired,3783,yes,no,unknown,jun,3,-1,unknown,no
37,admin.,869,no,no,cellular,jul,8,-1,unknown,no
23,blue-collar,-213,no,no,unknown,may,2,-1,unknown,no
56,blue-collar,982,yes,yes,cellular,may,2,-1,unknown,no
49,technician,596,yes,no,telephone,sep,1,-1,unknown,yes
41,management,326,yes,no,cellular,may,1,-1,unknown,yes
77,management,1780,yes,no,cellular,oct,2,183,success,yes
30,admin.,0,yes,no,cellular,feb,2,-1,unknown,yes
49,admin.,197,yes,no,cellular,apr,1,182,failure,yes
24,blue-collar,476,yes,no,unknown,jun,1,-1,unknown,no
41,blue-collar,3851,no,no,cellular,nov,1,-1,unknown,no
31,technician,23,no,no,cellular,aug,3,-1,unknown,no
28,blue-collar,674,yes,no,telephone,may,4,-1,unknown,no
37,technician,1211,yes,no,unknown,may,1,-1,unknown,yes
36,management,-633,yes,no,cellular,jul,1,-1,unknown,no
34,blue-collar,503,yes,no,unknown,may,2,-1,unknown,no
51,retired,67,no,no,unknown,jun,1,-1,unknown,yes
38,housemaid,4312,no,no,cellular,may,4,175,failure,no
34,admin.,0,yes,yes,cellular,may,1,-1,unknown,yes
31,entrepreneur,131,yes,no,cellular,jul,1,-1,unknown,no
26,technician,192,yes,no,unknown,may,1,-1,unknown,no
37,self-employed,0,no,no,unknown,may,4,-1,unknown,no
33,services,210,yes,no,cellular,may,2,-1,unknown,yes
55,blue-collar,512,no,no,cellular,aug,2,-1,unknown,yes
54,unknown,2206,no,no,cellular,may,1,91,success,yes
44,entrepreneur,887,yes,no,cellular,apr,1,14,failure,no
36,management,2547,no,no,cellular,jul,1,-1,unknown,no
50,management,1165,no,no,cellular,jul,1,-1,unknown,yes
38,admin.,1487,no,no,unknown,jun,2,-1,unknown,no
53,technician,6181,no,no,cellular,jul,2,209,other,yes
40,blue-collar,737,yes,yes,unknown,may,1,-1,unknown,no
38,services,6360,no,no,unknown,jun,2,-1,unknown,yes
42,services,2567,yes,no,unknown,may,2,-1,unknown,no
28,blue-collar,3817,yes,no,cellular,may,3,-1,unknown,no
52,blue-collar,2276,no,no,unknown,jun,3,-1,unknown,no
39,blue-collar,462,yes,no,cellular,may,1,-1,unknown,yes
47,blue-collar,292,no,no,cellular,feb,1,-1,unknown,yes
52,management,1708,no,no,unknown,sep,1,75,failure,yes
33,management,336,no,no,cellular,apr,3,-1,unknown,yes
26,self-employed,551,no,no,cellular,jul,1,-1,unknown,yes
47,blue-collar,1568,yes,no,cellular,may,3,91,success,yes
70,retired,6422,no,no,cellular,mar,1,-1,unknown,yes
25,student,2354,no,no,cellular,feb,7,-1,unknown,yes
58,admin.,0,yes,no,cellular,nov,1,186,failure,no
36,blue-collar,218,yes,no,cellular,may,6,-1,unknown,yes
45,admin.,0,yes,no,cellular,nov,1,-1,unknown,no
34,blue-collar,1454,yes,no,cellular,feb,2,297,failure,yes
40,services,1937,yes,no,unknown,jun,1,-1,unknown,no
32,services,1743,yes,no,cellular,apr,1,261,other,no
35,technician,108,yes,no,cellular,jul,3,-1,unknown,no
29,management,572,yes,no,telephone,nov,1,-1,unknown,yes
25,admin.,894,yes,no,unknown,may,1,-1,unknown,no
30,management,232,no,no,cellular,apr,1,-1,unknown,yes
36,management,-547,yes,no,cellular,apr,1,259,failure,no
33,blue-collar,498,no,no,cellular,apr,1,-1,unknown,yes
46,management,3984,no,no,cellular,aug,2,-1,unknown,no
60,retired,0,yes,no,unknown,may,1,-1,unknown,no
44,management,1791,no,no,cellular,feb,1,190,success,yes
33,technician,256,yes,no,cellular,nov,1,-1,unknown,no
55,management,797,no,no,cellular,jul,2,-1,unknown,no
58,retired,499,yes,yes,cellular,jan,1,-1,unknown,no
28,self-employed,805,no,no,cellular,feb,1,-1,unknown,yes
52,technician,7,no,yes,unknown,may,1,-1,unknown,no
43,management,2067,yes,no,unknown,may,1,-1,unknown,yes
36,services,0,yes,yes,cellular,jul,4,-1,unknown,no
34,management,0,yes,yes,cellular,may,2,98,other,no
33,management,23,no,no,cellular,aug,3,-1,unknown,no
20,student,829,no,no,cellular,jan,3,202,success,yes
63,retired,2896,no,no,cellular,jul,1,119,success,yes
31,management,1308,no,no,cellular,aug,3,-1,unknown,no
31,technician,24,no,no,cellular,aug,2,-1,unknown,no
48,blue-collar,48,yes,yes,unknown,may,1,-1,unknown,no
49,technician,3144,no,no,cellular,jul,2,-1,unknown,no
26,management,3944,yes,no,cellular,may,2,-1,unknown,yes
29,services,271,yes,no,unknown,may,2,-1,unknown,yes
37,technician,0,yes,yes,cellular,jul,3,-1,unknown,no
56,management,-45,yes,no,unknown,may,6,-1,unknown,no
29,management,1445,no,no,cellular,apr,2,143,success,yes
58,retired,4048,no,yes,cellular,jul,5,-1,unknown,no
80,retired,668,no,no,telephone,jul,1,371,success,yes
52,services,-336,no,yes,unknown,jun,8,-1,unknown,no
40,self-employed,1616,no,no,telephone,jul,7,-1,unknown,yes
61,admin.,1332,no,no,cellular,mar,1,-1,unknown,yes
34,admin.,79,yes,no,cellular,aug,1,92,success,yes
30,admin.,396,yes,no,cellular,may,3,348,failure,yes
51,management,346,no,no,cellular,aug,1,180,success,yes
56,retired,1906,no,yes,unknown,jun,9,-1,unknown,no
39,blue-collar,175,no,no,cellular,may,1,365,other,no
30,admin.,305,no,no,cellular,apr,1,85,success,yes
30,technician,418,yes,no,unknown,jun,1,-1,unknown,no
33,management,2240,no,no,cellular,mar,2,278,success,yes
39,services,702,yes,no,cellular,apr,1,300,failure,no
33,management,62,yes,no,cellular,may,3,-1,unknown,yes
27,technician,643,no,no,telephone,oct,1,93,success,yes
60,admin.,4519,no,no,cellular,feb,1,-1,unknown,no
58,technician,4198,no,no,cellular,oct,5,246,failure,yes
55,technician,276,yes,no,unknown,may,1,-1,unknown,no
36,technician,119,no,no,cellular,jul,8,-1,unknown,no
46,blue-collar,2348,no,no,cellular,nov,1,-1,unknown,no
29,technician,273,no,no,cellular,feb,2,-1,unknown,yes
43,technician,593,yes,no,unknown,may,1,-1,unknown,no
31,management,4718,yes,no,cellular,nov,1,-1,unknown,yes
41,blue-collar,0,yes,no,cellular,apr,2,-1,unknown,no
26,management,2613,no,no,cellular,jun,1,-1,unknown,yes
33,self-employed,263,no,no,cellular,nov,4,94,failure,no
43,management,1379,yes,no,unknown,may,3,-1,unknown,no
36,admin.,162,yes,yes,cellular,apr,2,-1,unknown,no
30,technician,656,no,yes,unknown,jul,1,-1,unknown,no
56,services,1989,no,no,cellular,aug,4,181,success,yes
62,retired,1495,no,no,cellular,feb,1,-1,unknown,yes
31,unemployed,756,no,no,cellular,jul,2,-1,unknown,yes
32,services,2459,yes,yes,unknown,may,1,-1,unknown,no
33,admin.,99,yes,yes,cellular,nov,2,-1,unknown,no
